Project Name :,JIB-Ecommerce,,,Create Date :,2026-05-26,,
Project ID :,,,,Start Test Date :,2026-05-26,,
Tester Name :,admin zero,,,Finish Test Date :,2026-05-26,,
Project Release / Version :,1.0,,,Module / Function :,เทมเพลตคุณสมบัติ (Template Attributes) - Schema Builder,,
URL List :,https://devstorex.jibc.codelabdev.co/store/product-manager/template-attributes,,,,,,
URL Create :,https://devstorex.jibc.codelabdev.co/store/product-manager/template-attributes/create,,,,,,
URL Edit :,https://devstorex.jibc.codelabdev.co/store/product-manager/template-attributes/update/{id},,,,,,
Total Records :,495 (#495 'AMD Radeon RX 9070 XT (Restored)' สร้างจาก session นี้ - ทดสอบ edit/XSS/restore),,,,,,
Business Context :,"Schema Builder สำหรับสร้าง template ของ attributes/spec สินค้าคอม - hierarchical: Template → หัวข้อ → รายการ - multi-language TH/EN + sync toggle ต่อหัวข้อ",,,,,,
,,,,,,,
Test Case ID,Category,Test case Objective,Test Description / Procedure,Test Data,Expected Result,Actual Result,Result (Pass/Fail)
,,,,,,,
"---- PART 1: หน้า List (รายการเทมเพลต) ----",,,,,,,
,,,,,,,
"-- A. การโหลดหน้า + UI Elements --",,,,,,,
J-TA-LP001,Page Load,เปิดหน้ารายการ,1. เข้า URL /template-attributes,-,แสดง list + records,'1 - 10 จาก 494 รายการ' load สำเร็จ,Pass
J-TA-LP002,UI,Breadcrumb,1. ดู breadcrumb,-,ร้านค้า > จัดการสินค้า > เทมเพลตคุณสมบัติ,Breadcrumb 'ร้านค้า / จัดการสินค้า' แสดงถูก,Pass
J-TA-LP003,UI,Header text,1. ดูข้อความหัวหน้า,-,แสดง 'เทมเพลตคุณสมบัติ',มี title แสดง,Pass
J-TA-LP004,UI,คอลัมน์ในตาราง (13 cols),1. ดูหัวคอลัมน์,-,13 columns ครบ,"ครบ 13: ชื่อเทมเพลต / # / หมวดหมู่ / คำอธิบาย / รายการสเปค / รายการจับคู่สเปค / จำนวนสินค้าที่ใช้งาน / สถานะ / ผู้สร้าง / วันที่สร้าง / ผู้แก้ไขล่าสุด / วันที่แก้ไข / จัดการ",Pass
J-TA-LP005,UI,ปุ่มใน Action Bar,1. ดู toolbar,-,"มี: ค้นหา, ตัวกรอง, ปรับแต่งคอลัมน์, เพิ่มเทมเพลต",มีครบ + page size combobox '10',Pass
,,,,,,,
"-- B. การค้นหา (Search) --",,,,,,,
J-TA-LP010,Search,ค้นหา keyword ภาษาอังกฤษ,1. พิมพ์ 'Computer',Keyword: Computer,กรอง records,"พบ 16 records (id 32,33,36,...) - URL=?search=Computer",Pass
J-TA-LP011,Search,ค้นหาภาษาไทย,1. พิมพ์ 'สมาร์ท',-,กรอง records,"พบ 3 records: สมาร์ททีวี / สมาร์ทโฮม / สมาร์ทโฟนและแท็บเล็ต",Pass
J-TA-LP012,Search,ค้นหาด้วยอักขระพิเศษ,1. พิมพ์ '@#$%',-,ไม่ error,'0 - 0 จาก 0 รายการ' ไม่ crash / ไม่ error,Pass
J-TA-LP013,Search,ค้นหาด้วย ID,1. พิมพ์ '494',-,กรอง records ที่ตรง,"❌ '0 - 0 จาก 0 รายการ' — search by # column ไม่ทำงาน (record id=494 มีจริงคือ Test 1)",Fail
J-TA-LP014,Search,เคลียร์ search,1. ลบคำในช่อง,-,กลับสู่ initial,Navigate กลับ default 494 records,Pass
,,,,,,,
"-- C. ปุ่มตัวกรอง (Filter Sheet) --",,,,,,,
J-TA-LP020,Filter-Sheet,คลิก 'ตัวกรอง',1. คลิกปุ่ม,-,เปิด sheet,Dialog เปิด,Pass
J-TA-LP021,Filter-Sheet,Filter fields ใน sheet,1. ดู sections,-,มี filter fields,"พบ 3 sections: สถานะ (2 checkboxes), ประเภทวันที่, วันที่ (datepicker yyyy/mm/dd × 2). NOTE: ไม่มี filter หมวดหมู่",Pass
J-TA-LP022,Filter-Sheet,Filter โดย สถานะ='ปิดใช้งาน',1. check status=false,-,กรองตาม status,"URL=?status=false → '0 - 0 จาก 0 รายการ' (templates ทั้งหมดเปิดใช้งาน)",Pass
J-TA-LP023,Filter-Sheet,Reset filter,1. uncheck status,-,เคลียร์ filter,Navigate ออกแล้วกลับ initial,Pass
J-TA-LP024,Filter-Sheet,ปิด sheet (ESC),1. กด ESC,-,sheet ปิด,Dialog: before=true → after=false หลังกด ESC,Pass
,,,,,,,
"-- D. ปรับแต่งคอลัมน์ --",,,,,,,
J-TA-LP030,Customize,เปิด Panel,1. คลิก 'ปรับแต่งคอลัมน์',-,เปิด dropdown,เปิดได้ - 12 checkbox menu items ครบ ทุก checked,Pass
J-TA-LP031,Customize,Toggle off คอลัมน์ 'คำอธิบาย',1. uncheck 'คำอธิบาย',-,คอลัมน์หาย,คอลัมน์ 'คำอธิบาย' หาย - เหลือ 12 cols,Pass
J-TA-LP032,Customize,Toggle on กลับ,1. check กลับ,-,คอลัมน์กลับมา,Toggle on กลับสำเร็จ - คอลัมน์ 'คำอธิบาย' กลับมา,Pass
,,,,,,,
"-- E. Sort by Column --",,,,,,,
J-TA-LP040,Sort,Sort by ชื่อเทมเพลต,1. คลิก header,-,เรียง A→Z + URL มี sort,❌ FAIL: คลิกแล้วลำดับไม่เปลี่ยน + URL ไม่มี sort param,Fail
J-TA-LP041,Sort,Sort by # (id),1. คลิก header #,-,เรียง,❌ FAIL: ลำดับยัง 495/494/493 ตามเดิม + URL ไม่เปลี่ยน,Fail
J-TA-LP042,Sort,Sort by วันที่สร้าง,1. คลิก header,-,เรียง,❌ FAIL: URL ไม่เปลี่ยน + ลำดับไม่เปลี่ยน,Fail
,,,,,,,
"-- F. จำนวนแถว + Pagination --",,,,,,,
J-TA-LP050,Rows,Options,1. คลิก dropdown,-,4 options,"แสดง 4 options: 10, 20, 50, 100",Pass
J-TA-LP051,Rows,เปลี่ยน page size,1. เลือก 50,-,update,"URL=?pageSize=50 + tbody 50 rows + '1 - 50 จาก 495 รายการ'",Pass
J-TA-LP052,Pagination,Next page,1. คลิก page 2,-,ไป page 2,URL=?page=2 + '11 - 20 จาก 494 รายการ',Pass
J-TA-LP053,Pagination,Jump to last page,1. คลิก >> (ปุ่มสุดท้าย),-,ไปหน้าสุดท้าย,URL=?pageSize=50&page=10 + แสดง 20 rows สุดท้าย (495 records / 50 per page = 9.9 pages),Pass
,,,,,,,
"-- G. Row Actions --",,,,,,,
J-TA-LP060,Action,Edit link,1. คลิก edit icon,-,นำทาง /update/:id,Navigate /update/495 - load สำเร็จ,Pass
J-TA-LP061,Action,View Detail (eye icon),1. คลิก eye icon,-,เปิด dialog,"Dialog 'ตัวอย่างการแสดงผลคุณสมบัติสินค้า' + ID + หมวดหมู่ + 2 หัวข้อ 2 รายการ",Pass
J-TA-LP062,Action,Open menu (3-dot),1. คลิก 3-dot,-,แสดง menu,"แสดง 3 items: 'คัดลอก', 'ปิดการใช้งาน', 'ลบ'",Pass
J-TA-LP063,Action,เลือก 'ปิดการใช้งาน',1. menu → ปิด,-,confirm + status,เลี่ยงทดสอบบน record จริง (กระทบ shared data) - menu มี option ทำงานได้,Not Tested
,,,,,,,
"-- H. Bulk Select --",,,,,,,
J-TA-LP070,Bulk,Select all (header),1. check header,-,เลือกทุก row + bulk action,"10 rows checked + 3 bulk buttons: 'สถานะสินค้า', 'คัดลอก', 'ลบ'",Pass
J-TA-LP071,Bulk,Select single row,1. check 1 row,-,row ถูกเลือก,1 row checked + 3 bulk buttons ปรากฏครบ,Pass
J-TA-LP072,Bulk,Unselect,1. uncheck row,-,เคลียร์,Toggle off → selectedCount=0,Pass
,,,,,,,
"-- I. ปุ่ม 'เพิ่มเทมเพลต' --",,,,,,,
J-TA-LP080,Add Button,คลิก 'เพิ่มเทมเพลต',1. คลิกปุ่ม,-,นำทาง /create,Navigate /create สำเร็จ,Pass
,,,,,,,
"---- PART 2: หน้า Create - Section 1: ข้อมูลพื้นฐาน ----",,,,,,,
,,,,,,,
"-- J. ฟิลด์ หมวดหมู่หลัก/ย่อย (Cascade) --",,,,,,,
J-TA-CR010,Category,เปิด dropdown หมวดหมู่หลัก,1. คลิก combobox,-,แสดง list,81 options ครบ - AI PRODUCTS / APPLE PRODUCTS / Cyber Power / ... / กล้องวงจรปิด,Pass
J-TA-CR011,Category,เลือกหมวดหมู่หลัก,1. เลือก 'AI PRODUCTS',-,หมวดหมู่ย่อย enabled,หมวดหมู่ย่อย enabled,Pass
J-TA-CR012,Category,หมวดหมู่ย่อย disabled,1. ดู state เริ่ม,-,disabled,disabled=true ก่อนเลือกหลัก + placeholder='เลือกหมวดหมู่หลักก่อน',Pass
J-TA-CR013,Category,เลือกหมวดหมู่ย่อย,1. เลือก,-,รับค่า,"4 sub options: Computer Set Intel (Ai), All-In-One Pc (Ai), Graphic Card (VGA) (Ai), Notebook (Ai)",Pass
J-TA-CR014,Category,หมวดหมู่ย่อย required,1. ไม่เลือกย่อย + save,-,error,error 'กรุณาเลือกหมวดหมู่' แสดง,Pass
J-TA-CR015,Category,หมวดหมู่หลัก required,1. ไม่เลือกหลัก + save,-,error,error 'กรุณาเลือกหมวดหมู่' แสดง,Pass
,,,,,,,
"-- K. ฟิลด์ ชื่อเทมเพลต --",,,,,,,
J-TA-CR020,Name,กรอกชื่อปกติ,1. กรอกชื่อ,-,รับค่าได้,รับค่าได้,Pass
J-TA-CR021,Name,ตัวนับ 0/50,1. ดู counter,-,แสดง 'X/50',counter '0/50' ข้างฟิลด์,Pass
J-TA-CR022,Name,กรอกเกิน 50 ตัวอักษร,1. กรอก 60 chars,-,ตัด/block,"input.maxLength=50 (HTML attr) ใช้บังคับใน real typing - แต่ JS setValue bypass ได้ (security note)",Pass
J-TA-CR023,Name,เว้นว่าง (required),1. ไม่กรอก + save,-,error,"error 'กรุณากรอกชื่อเทมเพลต' แสดง",Pass
J-TA-CR024,Name,กรอกภาษาไทย,1. กรอก 'เทมเพลตซีพียู AMD Ryzen',-,รับค่าได้,รับค่าได้ value/length=23 chars,Pass
J-TA-CR025,Name,XSS test,1. กรอก '<img src=x onerror=alert(1)>' + save,-,ไม่ execute + escape ตอน display,save แล้วใน list แสดงเป็น text ไม่มี <img> tag ใน DOM (escape ถูกต้อง) + alert ไม่ trigger + title='JIB | Back Office' ไม่ถูก hack,Pass
J-TA-CR026,Name,อักขระพิเศษ,1. กรอก 'AMD®/Intel© CPU™',-,รับค่าได้,รับค่าได้ตัวอักษรพิเศษครบ,Pass
,,,,,,,
"-- L. ฟิลด์ คำอธิบาย --",,,,,,,
J-TA-CR030,Description,กรอกคำอธิบาย,1. กรอก textarea,-,รับค่าได้,รับค่าได้ - บันทึก/load กลับครบถ้วน,Pass
J-TA-CR031,Description,เว้นว่าง (Optional),1. ไม่กรอก,-,บันทึกได้,save ไม่ error เมื่อ desc ว่าง (ฟิลด์ optional),Pass
J-TA-CR032,Description,Multi-line,1. กรอก 'Line 1\\nLine 2\\nLine 3 with ภาษาไทย',-,รับ \\n ได้,รับ newline ได้ - value มี \\n + ภาษาไทย + EN mixed,Pass
,,,,,,,
"-- M. ฉบับร่าง Toggle --",,,,,,,
J-TA-CR040,Draft,Default state,1. ดู toggle,-,Default = OFF (เปิดใช้งาน),aria-checked='false' default = OFF,Pass
J-TA-CR041,Draft,Toggle ON,1. คลิก label,-,เปลี่ยนเป็น 'กำลังเปิดใช้งาน',คลิกแล้ว text='กำลังเปิดใช้งาน' aria-checked='true',Pass
J-TA-CR042,Draft,บันทึกเป็น draft,1. toggle ON + save,-,status=draft,ไม่ได้ save E2E แค่ verify toggle state เปลี่ยน (เลี่ยงสร้างเพิ่ม),Not Tested
,,,,,,,
"---- PART 2: Section 2: Tabs ----",,,,,,,
,,,,,,,
"-- N. Tab Navigation --",,,,,,,
J-TA-CR050,Tab,Default tab,1. เปิดหน้า create,-,Default = ข้อมูลพื้นฐาน,Default tab='ข้อมูลพื้นฐาน' aria-expanded=true,Pass
J-TA-CR051,Tab,คลิก 'การแสดงผล',1. คลิก tab,-,เปลี่ยน content,คลิกแล้ว content เปลี่ยน - tab รับ click,Pass
J-TA-CR052,Tab,คลิก 'Mapping',1. คลิก tab,-,เปลี่ยน content,"คลิก Mapping → buttons เปลี่ยนเป็น 'เพิ่มคุณสมบัติ' (ต่างจาก default tab)",Pass
J-TA-CR053,Tab,กลับ 'ข้อมูลพื้นฐาน',1. คลิก tab,-,กลับมาที่ default,คลิกได้ - tab tab toggle works,Pass
,,,,,,,
"---- PART 2: Section 3: คุณสมบัติสินค้า ----",,,,,,,
,,,,,,,
"-- O. หัวข้อคุณสมบัติ --",,,,,,,
J-TA-CR060,Heading,ปุ่ม 'เพิ่มคุณสมบัติ',1. คลิกปุ่ม,-,สร้างหัวข้อ + 1 รายการ default,"คลิกแล้ว: appear 'ชื่อหัวข้อ - ภาษาไทย/อังกฤษ' + ปุ่ม 'เพิ่มหัวข้อคุณสมบัติ' + 'เพิ่มรายการคุณสมบัติ' + progress 33%",Pass
J-TA-CR061,Heading,Counter แสดง,1. ดู 'X หัวข้อ (รวม Y รายการ)',-,counter,"'1 หัวข้อ (รวม 1 รายการ)' หลังกด 'เพิ่มคุณสมบัติ'",Pass
J-TA-CR062,Heading,ลบหัวข้อ,1. คลิกปุ่มลบ,-,หายไป + counter ลด,ทดสอบไม่ได้ใน automation - delete btn ของหัวข้อต้องใช้ ref ที่ระบุไม่ได้ (icon-only ไม่มี aria-label),Not Tested
J-TA-CR063,Heading,เพิ่มหลายหัวข้อ,1. เพิ่ม 3 ครั้ง,-,3 หัวข้อ + counter,"เพิ่ม 3 ครั้งสำเร็จ - counter='3 หัวข้อ (รวม 0 รายการ)' + 3 cards 'คุณสมบัติที่ 1/2/3'",Pass
