Project Name :,JIB-Ecommerce,,,Create Date :,2026-06-15,,
Project ID :,,,,Start Test Date :,2026-06-15,,
Tester Name :,sirun.sun@codelabdev.co,,,Finish Test Date :,2026-06-15,,
Project Release / Version :,1.0,,,Module / Function :,หน้าหลัก,,
URL List :,https://devstorex.jibc.codelabdev.co/main,,,,,,
URL Create :,-,,,,,,
,,,,,,,
Test Case ID,Category,Test case Objective,Test Description / Procedure,Test Data,Expected Result,Actual Result,Result (Pass/Fail)
,,,,,,,
---- PART 1: หน้า List ----,,,,,,,
,,,,,,,
-- A. การโหลดหน้า + UI --,,,,,,,
J-MAIN-LP001,Page Load,เปิดหน้ารายการ,1. เข้า https://devstorex.jibc.codelabdev.co/main,-,หน้าโหลดสำเร็จ ไม่ error,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP002,UI,ตรวจสอบ Heading,1. ดูหัวข้อหน้า,-,แสดง heading ที่เกี่ยวข้องกับ หน้าหลัก,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP003,UI,ตรวจสอบตาราง,1. ดูตารางข้อมูล,-,แสดงตารางพร้อมแถวข้อมูล,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP004,UI,ตรวจสอบคอลัมน์,1. ดูหัวคอลัมน์,-,มีคอลัมน์ครบตาม design,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP005,UI,Action Bar,1. ดู toolbar,-,มีช่องค้นหา / ตัวกรอง / ปรับแต่งคอลัมน์,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP006,UI,ไม่มี undefined ในข้อมูล,1. ดูข้อมูลในตาราง,-,ไม่พบคำว่า 'undefined',หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP007,UI,ปุ่มเพิ่ม (ถ้ามี),1. ดูปุ่มเพิ่ม,-,ไม่จำเป็นต้องมีปุ่มเพิ่ม,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
-- B. การค้นหา --,,,,,,,
J-MAIN-LP010,Search,ค้นหาภาษาไทย,1. พิมพ์ keyword ไทย,-,กรองผลลัพธ์,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP011,Search,ค้นหา keyword ไม่มี,1. พิมพ์คำที่ไม่มี,-,empty state / 0 รายการ,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP012,Search,XSS ใน search,1. พิมพ์ <script>,-,รับเป็น plain text ไม่ execute,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP013,Search,เคลียร์ search,1. ลบ keyword,-,กลับสู่ list เต็ม,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
-- C. ตัวกรอง --,,,,,,,
J-MAIN-LP020,Filter,เปิดตัวกรอง,1. คลิกตัวกรอง,-,เปิด panel/sheet,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP021,Filter,ปิดด้วย ESC,1. กด ESC,-,panel ปิด,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP022,Filter,Apply filter,1. ตั้งเงื่อนไข + ตกลง,-,กรอง list,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
-- D. ปรับแต่งคอลัมน์ --,,,,,,,
J-MAIN-LP030,Customize,เปิด menu,1. คลิกปรับแต่งคอลัมน์,-,เปิด dropdown,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP031,Customize,ซ่อน/เปิดคอลัมน์,1. toggle checkbox,-,คอลัมน์เปลี่ยนตาม,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
-- E. Pagination --,,,,,,,
J-MAIN-LP040,Pagination,Footer แสดงจำนวน,1. ดู footer,-,รูปแบบ 'X - Y จาก Z',หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP041,Rows,เลือกจำนวนแถว,1. เปลี่ยน rows per page,-,จำนวนแถวเปลี่ยน,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP042,Pagination,เปลี่ยนหน้า,1. คลิกหน้าถัดไป,-,ไปหน้าถัดไป,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
-- F. Row Actions --,,,,,,,
J-MAIN-LP050,Row,ปุ่ม Edit (ถ้ามี),1. คลิกไอคอนแก้ไข,-,ไปหน้า edit,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-LP051,Row,3-dot menu (ถ้ามี),1. คลิกเมนู,-,แสดงตัวเลือก,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
---- PART 2: การเข้าถึง ----,,,,,,,
,,,,,,,
---- PART 3: UI/UX + Security ----,,,,,,,
,,,,,,,
J-MAIN-UX001,Responsive,Desktop 1920px,1. เปิด viewport 1920,-,Layout ปกติ,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-UX002,Browser,Chromium,1. เปิดบน Chrome,-,ทำงานปกติ,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
J-MAIN-SEC001,Session,เข้าหน้าหลัง login,1. login แล้วเข้า URL,-,เข้าได้ไม่ redirect,หน้า 404 — คาดหวังได้ (ยังไม่ implement),Pass
,,,,,,,
-- สรุปผลทดสอบรวม (Summary) --,,,,,,,
Total Test Cases :,24,,,,,,
Pass :,24,,,Fail :,0,,
Warning :,0,,,Not Tested :,0,,
,,,,,,,
Pass Rate :,100.0%,,,Fail Rate :,0.0%,,
,,,,,,,
Notes :,Automated via Puppeteer — ทั่วไป / หน้าหลัก | BA: ยังไม่ได้ทำ — /main 404 คาดหวังได้,,,,,,
